"","D14","D60","D74","D365"
"ENSG00000104267",-5.97028683275372,-6.59305811770571,-6.22715874122541,-8.29857743319503
"ENSG00000150977",0.680103115343653,0.0564768718585562,0.455456078003334,0.344303310258567
"ENSG00000065809",0.661131955382311,0.371361115406774,0.555421965334289,0.140705580869248
"ENSG00000213064",1.06774914380885,-0.0628083170225388,0.940847628972993,0.502706516638078
"ENSG00000166289",7.15740816793968,6.28406371584482,4.88061865813828,5.42998948051508
"ENSG00000168283",-1.24957874350885,-0.858328490764627,-1.44186900623144,-0.475346803467332
"ENSG00000122705",0.663515303667688,0.37365322077349,0.428754851413177,0.106062252926805
"ENSG00000167553",-0.735897325412094,-0.247471625622177,-0.463082037297201,-0.189025916091335
"ENSG00000133104",-1.78687159534928,-0.615259106526514,-2.12577502487437,-0.864165906218322
"ENSG00000125384",-1.76313367699232,-1.33849969170144,-2.16847682325805,-0.560019375342315
"ENSG00000164209",1.50236177087282,1.08077996062047,1.40384132440989,0.0329620690159564
"ENSG00000110848",-0.913592829612304,-0.244939107263046,-0.676341327684944,-0.0249588363044751
"ENSG00000237986",5.44957264772675,0.719717867610964,6.82408500934631,0.32635039228561
"ENSG00000103994",0.966025366535005,0.359725598258782,0.889636845889627,0.650127919635773
"ENSG00000113845",1.15996873438297,0.361828930902375,1.15356902361257,0.234877229300021
"ENSG00000165416",0.814608090422361,0.530540245383291,0.7038126518662,0.510471158765341
"ENSG00000177410",-0.734623337262456,-0.339834723674608,-0.736771548202937,-0.251132059017667
"ENSG00000274210",-3.00016445723461,-0.416855040654182,-1.74854888279409,-0.749884600998328
"ENSG00000234883",-0.519853868072159,-0.152773416623272,-0.514879573522516,-0.0670497588870545
"ENSG00000100906",-0.673089647177455,-0.348039316797463,-0.445209204014676,0.0470148019221167
"ENSG00000164398",-2.3955671472572,-1.6159226743416,-2.59218570122097,-0.645451734991489
"ENSG00000117091",-1.01611473559897,-0.622062532341657,-0.842554374511708,-0.326648039177692
"ENSG00000267002",5.54481538070409,2.33213567855741,4.57997769615486,4.85863305598774
"ENSG00000109519",-0.594631337834877,-0.343505655059022,-0.595558205632075,-0.0117306624714254
"ENSG00000130347",6.57034948976451,2.88805799724406,1.51706778937417,3.88218165618117
"ENSG00000109321",-2.99329849320405,-1.02986661117905,-2.45805412288572,-1.19952004777496
"ENSG00000062716",-0.575181971635397,-0.234448235274401,-0.304347773210497,-0.233604469055349
"ENSG00000019144",-1.76049992266583,-1.16029979749084,-0.981236415357034,-0.604597279163333
