Gene,HRA_CD4Naive_LFC,RZV_D14_LFC,RZV_D74_LFC,RZV_D365_LFC,Direction
TRIM68,0.124,1.1,5.3,-0.5,Concordant Up
TRIM59,0.471,1.1,0.3,-0.4,Concordant Up
TRIM56,0.844,0.6,0.6,-0.2,Concordant Up
TRIM47,0.2,0.8,1.0,1.6,Concordant Up
TRIM35,0.106,1.1,0.4,-0.8,Concordant Up
TRIM21,0.792,0.7,0.6,0.0,Concordant Up
TRIM13,0.212,0.8,0.5,0.4,Concordant Up
TUBGCP2,0.265,0.8,1.1,0.6,Concordant Up
TNRC6A,0.524,0.8,0.3,0.6,Concordant Up
TNFRSF14,0.532,0.9,-1.4,-0.2,Concordant Up
TM7SF3,0.025,2.1,3.2,3.1,Concordant Up
TLK1,0.531,0.7,0.8,0.3,Concordant Up
TKTL1,0.336,2.1,1.2,-0.5,Concordant Up
TK1,0.025,0.9,0.6,-2.5,Concordant Up
TIMMDC1,0.723,1.2,1.2,0.2,Concordant Up
TIMM29,0.136,1.4,-0.6,0.9,Concordant Up
TIMD4,0.084,1.5,4.8,0.1,Concordant Up
TIGIT,0.466,0.8,1.0,0.2,Concordant Up
TIGD6,0.1,3.8,1.8,0.7,Concordant Up
THUMPD3,0.509,0.8,0.3,0.3,Concordant Up
THOC3,0.448,0.7,0.3,0.4,Concordant Up
THAP8,0.143,1.2,-1.3,0.2,Concordant Up
THAP7,0.053,0.6,0.2,0.7,Concordant Up
TGDS,0.395,0.8,0.2,0.3,Concordant Up
TFPT,0.146,1.3,1.5,1.3,Concordant Up
TFB1M,0.203,1.7,2.0,0.8,Concordant Up
TEX264,0.672,0.8,-0.1,0.5,Concordant Up
TEX22,0.011,1.1,0.8,-0.0,Concordant Up
TET3,0.042,0.7,0.4,-0.2,Concordant Up
TET2,0.006,1.5,1.9,1.0,Concordant Up
TESK2,0.283,1.2,0.2,2.2,Concordant Up
TEDC1,0.033,2.1,3.3,2.7,Concordant Up
TECPR1,0.832,2.0,2.3,1.4,Concordant Up
TDRKH,0.115,0.8,0.3,1.9,Concordant Up
TDP2,0.613,0.7,0.6,0.9,Concordant Up
TCTA,0.206,0.9,1.0,0.7,Concordant Up
TCP11L2,0.426,1.8,3.3,0.4,Concordant Up
TCEANC2,0.432,1.9,3.6,1.4,Concordant Up
TCEANC,0.459,2.6,2.4,3.0,Concordant Up
TMCO6,0.115,1.1,-0.4,0.0,Concordant Up
TNFRSF4,0.058,0.7,0.7,0.5,Concordant Up
TMED1,0.232,0.7,-0.5,1.1,Concordant Up
TMEM101,0.245,2.1,2.3,3.2,Concordant Up
TNFAIP8L2,1.347,1.7,0.6,1.0,Concordant Up
TNFAIP8L1,0.385,2.0,1.5,2.4,Concordant Up
TNFAIP1,0.241,1.2,1.2,0.3,Concordant Up
TMSB15B,0.003,0.7,-2.0,-0.8,Concordant Up
TMPPE,0.015,2.2,1.7,1.9,Concordant Up
TMEM9B,0.405,1.3,1.0,1.1,Concordant Up
TMEM97,0.054,0.6,0.6,-0.2,Concordant Up
TMEM94,0.119,3.8,2.0,5.0,Concordant Up
TMEM91,0.533,3.0,1.8,1.2,Concordant Up
TMEM9,0.412,3.2,2.0,1.5,Concordant Up
TMEM80,0.626,1.6,1.7,1.6,Concordant Up
TMEM70,0.551,0.7,0.5,-0.2,Concordant Up
TMEM67,0.08,1.5,1.2,2.3,Concordant Up
TMEM42,0.921,2.8,3.8,2.6,Concordant Up
TMEM237,0.04,2.1,1.8,4.0,Concordant Up
TMEM234,0.157,0.8,1.5,-0.1,Concordant Up
TMEM218,0.251,1.3,2.4,1.3,Concordant Up
TMEM217,0.008,1.8,1.8,1.0,Concordant Up
TMEM204,0.621,0.6,1.5,1.5,Concordant Up
TMEM187,0.508,1.6,-1.1,2.1,Concordant Up
TMEM186,0.362,0.6,0.5,0.4,Concordant Up
TMEM14C,0.63,0.7,0.8,0.1,Concordant Up
TMEM14A,0.488,1.5,-0.4,0.2,Concordant Up
TMEM135,0.093,0.8,0.2,0.7,Concordant Up
TMEM134,0.29,0.8,0.1,0.9,Concordant Up
TMEM121B,0.029,0.9,2.6,-0.2,Concordant Up
TMEM120A,0.145,2.4,1.2,1.8,Concordant Up
TMEM106C,0.016,1.1,1.4,1.6,Concordant Up
TMEM102,0.377,0.8,0.1,-0.2,Concordant Up
TMED8,0.108,1.8,1.8,2.6,Concordant Up
MIIP,0.088,0.6,0.3,0.8,Concordant Up
TMEM39B,0.296,0.6,1.8,0.5,Concordant Up
MIGA1,0.299,0.6,0.8,0.6,Concordant Up
CHST2,0.092,2.7,2.2,-0.2,Concordant Up
CHST14,0.134,1.2,1.8,0.2,Concordant Up
CHST12,0.107,3.3,3.4,3.1,Concordant Up
CHRNB1,0.423,3.5,1.8,1.9,Concordant Up
CHN2,0.027,0.6,-1.0,-1.4,Concordant Up
CHN1,0.113,2.9,4.2,4.3,Concordant Up
CHIC2,0.3,1.3,1.1,1.1,Concordant Up
CHEK2,0.054,0.6,0.7,-0.4,Concordant Up
CHEK1,0.04,1.0,-0.0,1.5,Concordant Up
CHCHD5,0.274,0.7,1.0,0.6,Concordant Up
CHAMP1,0.654,0.9,0.3,-0.7,Concordant Up
CHAF1B,0.03,4.0,2.3,2.6,Concordant Up
CETN2,0.326,0.8,0.3,1.0,Concordant Up
CHST7,0.267,1.4,1.9,1.4,Concordant Up
CERS5,0.071,0.7,0.8,1.0,Concordant Up
CEP97,0.289,1.3,0.4,0.4,Concordant Up
CEP89,0.254,0.6,0.4,-0.5,Concordant Up
CEP78,0.705,0.9,-0.9,1.1,Concordant Up
CEP76,0.032,1.0,0.5,0.3,Concordant Up
CEP57,0.458,1.0,0.8,0.4,Concordant Up
CEP44,0.408,1.6,0.5,2.0,Concordant Up
CEP295,0.488,1.6,1.0,1.1,Concordant Up
CEP250,0.412,3.0,4.9,3.7,Concordant Up
CEP192,0.552,1.9,1.1,1.5,Concordant Up
CEP126,0.15,1.6,-1.0,2.4,Concordant Up
CENPU,0.234,2.7,2.6,3.8,Concordant Up
CENPO,0.113,2.6,2.4,0.6,Concordant Up
CENPM,0.057,1.6,1.1,1.0,Concordant Up
CERKL,0.035,1.4,0.9,0.2,Concordant Up
CHTF8,1.044,0.6,0.8,-0.2,Concordant Up
CIC,0.162,1.0,0.0,-0.4,Concordant Up
CIITA,0.007,0.7,-0.6,-0.2,Concordant Up
COMMD4,0.329,1.0,0.6,1.1,Concordant Up
COL6A3,0.065,4.0,2.6,1.4,Concordant Up
COL5A2,0.026,2.1,2.5,-0.1,Concordant Up
COL18A1,0.159,0.7,3.4,0.7,Concordant Up
COG8,0.085,0.7,0.5,-1.1,Concordant Up
COG4,0.488,0.6,2.0,-1.7,Concordant Up
COG1,0.045,1.9,2.0,1.9,Concordant Up
COA6,1.12,0.7,0.4,0.0,Concordant Up
COA5,0.634,0.9,-0.5,0.5,Concordant Up
CNTROB,0.055,1.5,1.9,-1.8,Concordant Up
CNTD1,0.034,1.1,0.3,0.1,Concordant Up
CNPPD1,0.097,0.8,1.0,1.0,Concordant Up
CNN2,0.476,4.3,4.4,2.5,Concordant Up
CNIH4,0.632,0.7,0.6,0.6,Concordant Up
CNIH1,0.872,0.8,0.8,0.5,Concordant Up
CMTR2,0.569,1.1,0.7,-0.0,Concordant Up
CMPK2,0.293,0.8,-2.7,0.7,Concordant Up
CMC1,0.421,0.9,-0.2,0.7,Concordant Up
CLTA,0.893,0.7,0.4,0.1,Concordant Up
CLIC5,0.022,4.0,4.8,2.7,Concordant Up
CLEC2B,0.532,0.6,0.6,0.1,Concordant Up
CLDN15,0.048,1.1,2.4,0.3,Concordant Up
CLCN5,0.001,0.7,-0.0,-3.1,Concordant Up
CKB,0.038,1.6,-2.6,2.7,Concordant Up
CKAP2,0.16,1.9,1.8,1.4,Concordant Up
CIZ1,0.041,1.3,0.2,0.3,Concordant Up
CISH,1.207,1.3,2.4,-0.5,Concordant Up
CIP2A,0.157,0.9,-0.1,-0.1,Concordant Up
CINP,0.518,0.9,1.1,0.8,Concordant Up
CENPL,0.219,2.1,1.5,1.0,Concordant Up
CENPK,0.468,0.7,-0.5,-0.5,Concordant Up
CENPF,0.181,5.2,3.3,2.9,Concordant Up
CENPE,0.119,5.8,4.7,-1.1,Concordant Up
CCPG1,0.342,1.0,2.0,1.4,Concordant Up
CCNG2,0.136,1.8,2.7,0.8,Concordant Up
CCNF,0.04,2.9,2.8,4.5,Concordant Up
CCNDBP1,0.557,0.9,0.8,0.5,Concordant Up
CCL3,0.142,1.7,3.5,3.6,Concordant Up
CCHCR1,0.053,1.6,2.3,1.5,Concordant Up
CCDC88C,0.399,1.0,0.9,0.0,Concordant Up
CCDC69,0.587,0.7,1.1,-1.0,Concordant Up
CCDC61,0.018,2.3,0.5,1.1,Concordant Up
CCDC51,0.042,6.2,5.1,6.0,Concordant Up
CCDC50,0.19,3.3,3.2,1.7,Concordant Up
CCDC32,0.207,1.0,0.6,0.8,Concordant Up
CCDC28B,0.435,1.6,1.3,0.9,Concordant Up
CCDC28A,0.351,3.9,3.4,3.2,Concordant Up
CCDC191,0.124,1.3,-0.7,0.9,Concordant Up
CCDC174,0.504,0.7,0.5,0.3,Concordant Up
CCDC167,0.382,0.8,1.0,1.4,Concordant Up
CCDC163,0.017,3.9,0.8,3.8,Concordant Up
CCDC159,0.296,0.7,-0.3,0.4,Concordant Up
CCDC144CP,0.011,0.7,0.7,0.2,Concordant Up
CCDC141,0.59,1.4,5.4,1.1,Concordant Up
CCDC14,0.341,1.1,1.2,0.3,Concordant Up
CCDC134,0.066,1.4,0.8,0.8,Concordant Up
CCDC117,0.411,0.9,1.2,0.8,Concordant Up
CCDC110,0.019,1.5,-0.9,-1.0,Concordant Up
CC2D1B,0.16,0.8,1.0,-0.8,Concordant Up
CC2D1A,0.017,1.1,0.7,2.6,Concordant Up
CBY1,0.166,2.0,0.5,2.5,Concordant Up
CBX7,0.029,1.6,0.5,0.1,Concordant Up
CCR2,0.191,5.5,5.2,-1.5,Concordant Up
COMMD8,0.763,0.7,0.8,1.1,Concordant Up
CCR5,0.109,6.7,4.9,0.7,Concordant Up
CCS,0.583,0.6,0.6,1.2,Concordant Up
CEBPA,0.102,0.9,-1.9,-1.6,Concordant Up
CDPF1,0.401,2.3,0.9,-2.4,Concordant Up
CDKN3,0.024,1.5,1.4,1.6,Concordant Up
CDKN2C,0.006,4.1,-1.6,-0.1,Concordant Up
CDKN1B,0.591,0.8,0.4,0.2,Concordant Up
CDK8,0.261,0.8,0.9,0.7,Concordant Up
CDK5RAP3,0.044,0.6,-0.3,1.4,Concordant Up
CDK5,0.381,4.1,1.7,2.8,Concordant Up
CDK2AP2,1.015,0.7,0.4,1.2,Concordant Up
CDK2,0.144,1.3,2.8,1.2,Concordant Up
CDK19,0.059,2.9,2.4,4.8,Concordant Up
CDK13,0.016,0.6,0.9,-0.1,Concordant Up
CDK1,0.074,4.5,4.9,1.5,Concordant Up
CDIPT,0.579,0.6,0.9,0.5,Concordant Up
CDHR3,0.021,1.2,0.9,-2.0,Concordant Up
CDCA7L,0.274,0.8,-0.3,-1.3,Concordant Up
CDCA7,0.133,5.4,3.6,-1.2,Concordant Up
CDC42EP2,0.05,0.7,2.0,1.3,Concordant Up
CDADC1,0.336,3.3,2.4,3.3,Concordant Up
CD99,0.089,1.2,1.0,0.5,Concordant Up
CD5,0.472,1.2,1.3,0.2,Concordant Up
CD4,0.904,0.9,1.3,0.4,Concordant Up
CD38,0.472,6.6,3.3,0.1,Concordant Up
CD302,0.291,2.6,2.4,1.2,Concordant Up
CD247,0.71,0.7,0.9,-0.1,Concordant Up
CD24,0.02,1.2,-0.4,-1.0,Concordant Up
CD200R1,0.711,0.7,2.8,-0.7,Concordant Up
CD160,0.016,3.3,2.0,-2.8,Concordant Up
CD109,0.062,2.0,2.8,1.9,Concordant Up
CCR7,0.529,0.7,0.3,-0.1,Concordant Up
CBR3,0.307,2.0,0.4,0.7,Concordant Up
COQ2,0.122,0.7,0.6,0.7,Concordant Up
COQ4,0.193,1.0,0.5,0.6,Concordant Up
DNAJC16,0.115,0.7,0.3,-0.2,Concordant Up
DNAJC15,0.992,0.2,-0.2,0.0,Concordant Up
DNAJB2,0.157,1.8,2.1,0.7,Concordant Up
DMAC1,0.733,0.8,0.4,-0.2,Concordant Up
DLL3,0.02,1.1,0.8,0.4,Concordant Up
DLG3,0.234,2.8,4.2,-0.5,Concordant Up
DHX40,0.248,1.2,1.0,0.6,Concordant Up
DHTKD1,0.173,2.0,0.2,-1.6,Concordant Up
DHRS4-AS1,0.417,5.8,4.9,4.3,Concordant Up
DHRS4,0.096,0.6,0.2,1.4,Concordant Up
DHRS12,0.56,1.3,0.4,-0.5,Concordant Up
DHFR2,0.115,1.0,1.0,-0.8,Concordant Up
DGUOK-AS1,0.034,0.6,-0.4,-2.2,Concordant Up
DNAJC18,0.08,2.0,2.4,1.9,Concordant Up
DGKH,0.237,1.0,0.9,0.1,Concordant Up
DGCR8,0.302,0.9,-0.0,0.9,Concordant Up
DGCR6L,0.022,1.5,1.3,1.3,Concordant Up
DGCR11,0.039,2.4,1.3,-0.4,Concordant Up
DFFB,0.165,1.7,1.6,2.3,Concordant Up
DET1,0.232,0.7,-2.4,-3.0,Concordant Up
DERL3,0.039,1.5,-0.3,-0.3,Concordant Up
DENND6A,0.115,0.8,-0.1,0.8,Concordant Up
DEDD2,0.053,1.0,0.5,1.5,Concordant Up
DECR2,0.246,1.9,0.2,0.1,Concordant Up
DECR1,0.99,1.8,1.1,0.8,Concordant Up
DDX49,0.134,0.8,0.3,0.5,Concordant Up
DDX19B,0.638,4.9,4.7,3.9,Concordant Up
DDRGK1,0.4,0.6,0.7,0.6,Concordant Up
DGKA,1.312,1.0,0.1,0.1,Concordant Up
DNAJC28,0.07,4.2,2.6,2.6,Concordant Up
DNAJC4,0.449,3.2,2.7,2.4,Concordant Up
DNAL4,0.413,0.7,-0.9,0.4,Concordant Up
EBLN2,0.158,1.0,2.2,-0.0,Concordant Up
EARS2,0.053,1.1,0.3,-2.7,Concordant Up
EAPP,0.211,0.7,0.3,-0.0,Concordant Up
EAF2,0.245,1.3,2.0,0.7,Concordant Up
DZIP3,0.168,2.0,0.2,1.2,Concordant Up
DYRK4,0.673,0.8,-0.0,0.6,Concordant Up
DYRK1B,0.116,1.8,2.1,1.4,Concordant Up
DYNLL1,1.819,0.9,0.5,0.3,Concordant Up
DYNC2LI1,0.094,0.9,1.0,0.7,Concordant Up
DUSP19,0.134,1.0,-0.2,0.8,Concordant Up
DUS2,0.079,1.0,0.6,0.6,Concordant Up
DTX2,0.096,1.2,3.6,1.2,Concordant Up
DTHD1,0.028,2.0,3.4,1.5,Concordant Up
DSCR9,0.021,1.7,1.6,0.5,Concordant Up
DROSHA,0.3,0.7,1.2,0.3,Concordant Up
DR1,0.872,0.7,0.5,0.2,Concordant Up
DPYSL2,0.483,3.0,3.3,1.3,Concordant Up
DPY19L3,0.194,1.9,1.2,2.2,Concordant Up
DPP3,0.301,1.9,2.0,1.5,Concordant Up
DPH6,0.08,0.7,-0.1,-0.2,Concordant Up
DPF2,0.521,1.0,0.8,0.8,Concordant Up
DONSON,0.055,1.3,0.1,0.2,Concordant Up
DOLPP1,0.191,1.7,0.2,0.2,Concordant Up
DOK2,0.149,0.7,0.8,1.1,Concordant Up
DOK1,0.191,2.2,2.8,2.6,Concordant Up
DOCK6,0.045,1.4,-1.0,-1.0,Concordant Up
DNTTIP1,0.299,1.2,0.7,0.9,Concordant Up
DNPH1,0.514,1.1,1.1,0.6,Concordant Up
DNASE1,0.154,1.3,1.7,0.5,Concordant Up
DDR2,0.016,5.0,2.6,2.6,Concordant Up
DCPS,0.334,1.2,1.3,0.6,Concordant Up
DCP2,0.477,0.8,0.7,0.4,Concordant Up
DCP1B,0.1,0.9,0.8,0.8,Concordant Up
CTBS,0.675,0.7,0.6,0.3,Concordant Up
CSRP1,0.347,0.9,0.6,0.4,Concordant Up
CSRNP2,0.126,0.8,0.5,0.1,Concordant Up
CSAD,0.313,1.6,-0.2,0.4,Concordant Up
CRYGS,0.04,3.5,3.3,4.5,Concordant Up
CRY2,0.051,1.0,0.9,-0.7,Concordant Up
CRTC1,0.036,1.7,1.9,0.8,Concordant Up
CRTAM,0.106,0.7,-2.0,-0.2,Concordant Up
CROT,0.511,0.7,-1.2,0.6,Concordant Up
CRK,0.103,1.0,0.6,-0.0,Concordant Up
CRISPLD2,0.016,0.9,0.8,-0.5,Concordant Up
CRIPT,0.75,1.3,0.7,1.2,Concordant Up
CREBRF,0.344,1.1,0.5,0.3,Concordant Up
CRCP,0.331,0.6,0.4,0.6,Concordant Up
CRBN,0.395,0.6,0.5,0.3,Concordant Up
CRAT,0.018,2.6,0.4,2.2,Concordant Up
CRAMP1,0.159,1.0,0.5,1.0,Concordant Up
CRACR2A,0.124,1.0,1.7,0.6,Concordant Up
CPTP,0.234,1.2,1.0,0.4,Concordant Up
CPT2,0.231,1.6,1.8,0.9,Concordant Up
CPT1A,0.476,1.3,1.5,-0.9,Concordant Up
CPNE8,0.115,1.3,-2.3,-0.9,Concordant Up
CPNE7,0.043,1.5,3.4,2.0,Concordant Up
CPM,0.068,4.3,4.5,-0.5,Concordant Up
COX18,0.346,3.4,1.5,0.9,Concordant Up
CORO1B,0.044,3.3,2.8,-0.6,Concordant Up
COQ9,0.275,0.7,0.8,0.3,Concordant Up
COQ8A,0.135,1.6,1.8,0.5,Concordant Up
COQ6,0.398,2.0,2.4,2.8,Concordant Up
CTDSP2,0.584,2.8,2.6,0.9,Concordant Up
COQ3,0.166,1.5,-0.2,2.6,Concordant Up
CTLA4,0.103,1.5,1.6,1.0,Concordant Up
CTNND1,0.06,1.2,0.0,-0.3,Concordant Up
DCLRE1A,0.205,0.9,1.3,0.7,Concordant Up
DCBLD1,0.166,0.8,1.5,1.2,Concordant Up
DCAF8,0.721,1.3,0.8,0.0,Concordant Up
DCAF6,0.285,1.0,1.1,0.9,Concordant Up
DCAF4,0.026,0.7,0.5,-0.1,Concordant Up
DCAF15,0.095,1.8,1.8,1.7,Concordant Up
DCAF11,1.038,1.5,1.6,1.4,Concordant Up
DBP,0.46,1.3,0.3,1.3,Concordant Up
DBF4B,0.029,1.3,-0.3,0.2,Concordant Up
DBF4,0.181,0.8,0.5,0.4,Concordant Up
DAPP1,0.718,1.2,1.1,0.2,Concordant Up
DAPK3,0.028,0.8,-0.5,-1.0,Concordant Up
DALRD3,0.03,1.8,2.3,-0.1,Concordant Up
DAGLB,0.131,1.5,1.6,1.3,Concordant Up
DAG1,0.034,1.7,2.3,2.6,Concordant Up
CYTOR,1.131,0.6,0.6,0.1,Concordant Up
CYP2D6,0.003,3.3,1.1,-0.4,Concordant Up
CYB5RL,0.1,0.7,1.0,-0.5,Concordant Up
CYB561D1,0.594,0.7,1.3,-0.1,Concordant Up
CXXC5,0.038,2.9,1.1,0.7,Concordant Up
CXCR6,0.025,1.5,6.1,-1.3,Concordant Up
CUZD1,0.102,1.3,0.1,-0.8,Concordant Up
CUTC,0.239,0.6,0.5,0.4,Concordant Up
CUL7,0.037,1.4,3.0,1.0,Concordant Up
CTU1,0.061,0.7,0.7,0.1,Concordant Up
CTTN,0.03,3.6,2.9,1.8,Concordant Up
CTSH,0.107,2.3,1.7,2.6,Concordant Up
CTSC,0.775,1.0,1.1,0.6,Concordant Up
CTNS,0.145,1.1,1.4,0.8,Concordant Up
CTNNBIP1,0.027,3.1,1.3,2.0,Concordant Up
CBLB,0.047,0.6,0.6,-0.1,Concordant Up
CAV1,0.026,4.2,0.1,-0.9,Concordant Up
CATSPERB,0.027,1.8,3.7,1.7,Concordant Up
ANKRD16,0.112,1.9,2.6,0.6,Concordant Up
ANKRD13A,0.467,1.1,0.7,0.4,Concordant Up
ANKRA2,0.074,4.2,3.2,2.9,Concordant Up
ANKMY2,0.094,1.4,2.1,2.9,Concordant Up
ANKAR,0.082,1.3,0.2,0.1,Concordant Up
ANK1,0.048,1.6,-1.8,1.0,Concordant Up
ANGEL1,0.224,1.3,0.8,-0.0,Concordant Up
AMER1,0.097,1.4,-2.9,1.3,Concordant Up
AMDHD2,0.113,5.0,4.2,0.2,Concordant Up
AMACR,0.034,1.4,1.2,0.4,Concordant Up
ALKAL2,0.026,0.6,1.3,-1.7,Concordant Up
ALG9,0.108,1.0,0.7,0.5,Concordant Up
ALG12,0.045,1.4,0.9,0.7,Concordant Up
ANKRD26,0.348,3.3,1.8,2.0,Concordant Up
ALG1,0.181,0.8,0.6,0.6,Concordant Up
ALDH3A2,0.519,2.5,3.1,1.7,Concordant Up
ALAS1,0.442,0.9,0.2,1.1,Concordant Up
AKTIP,0.68,1.3,2.6,2.6,Concordant Up
AKR7A2,0.494,0.8,0.9,0.9,Concordant Up
AKR1C3,0.2,2.7,4.8,2.2,Concordant Up
AKNA,0.465,0.6,1.1,-0.4,Concordant Up
AKIP1,0.282,1.2,0.4,0.4,Concordant Up
AKAP7,0.235,0.8,-0.5,-0.0,Concordant Up
AKAP11,1.072,0.6,0.9,0.2,Concordant Up
AK3P3,0.037,1.7,-1.3,-0.9,Concordant Up
AK3,0.088,0.8,-0.5,0.8,Concordant Up
AK1,0.09,1.4,0.7,-3.3,Concordant Up
AIMP2,0.262,0.7,0.4,0.5,Concordant Up
ALDH5A1,0.284,1.7,-0.8,-1.4,Concordant Up
ANKRD31,0.021,1.9,-1.1,0.9,Concordant Up
ANKRD46,0.07,1.6,0.8,1.8,Concordant Up
ANKS3,0.088,0.6,0.7,1.1,Concordant Up
ARHGAP9,0.457,0.8,0.8,-0.6,Concordant Up
ARHGAP45,2.413,1.6,0.6,0.4,Concordant Up
ARHGAP4,1.228,1.3,0.1,-3.8,Concordant Up
ARHGAP25,0.5,1.9,1.6,0.7,Concordant Up
ARHGAP19,0.234,2.3,0.7,2.5,Concordant Up
ARHGAP18,0.309,1.2,1.4,-1.6,Concordant Up
ARHGAP12,0.253,2.3,0.9,2.4,Concordant Up
ARHGAP11A,0.209,2.5,2.4,0.8,Concordant Up
ARHGAP10,0.053,1.5,1.2,-0.2,Concordant Up
ARHGAP1,0.045,1.0,1.7,0.2,Concordant Up
ARFGAP2,0.147,0.6,0.6,0.8,Concordant Up
ARF3,0.923,0.7,0.4,0.7,Concordant Up
AREL1,0.217,0.6,1.0,0.3,Concordant Up
AQP11,0.035,1.7,-0.7,-1.4,Concordant Up
APOBEC3H,0.122,3.2,2.7,2.6,Concordant Up
APLF,0.072,1.8,0.3,0.2,Concordant Up
APH1B,0.256,1.0,-1.3,-0.6,Concordant Up
APEH,0.374,1.2,0.6,0.5,Concordant Up
APAF1,0.506,2.6,2.0,1.9,Concordant Up
AP5M1,0.513,0.6,0.6,0.5,Concordant Up
AP4M1,0.174,2.2,-0.2,0.7,Concordant Up
AP3S2,0.194,1.5,1.6,0.7,Concordant Up
AP2A1,0.2,1.0,0.7,-0.6,Concordant Up
AP1G2,0.262,1.0,1.4,1.2,Concordant Up
ANXA6,0.54,1.3,0.5,1.2,Concordant Up
ANXA5,0.59,1.0,1.6,0.8,Concordant Up
ANXA2R,2.046,1.5,1.1,-1.9,Concordant Up
ANXA11,0.272,0.6,0.3,0.3,Concordant Up
ANO9,0.044,4.1,4.0,-0.2,Concordant Up
AIDA,0.601,0.8,1.1,0.3,Concordant Up
AGPAT2,0.043,0.6,1.4,-0.2,Concordant Up
AGPAT1,0.288,2.0,3.3,0.2,Concordant Up
AGO4,0.197,0.7,0.6,0.3,Concordant Up
ACOT13,0.627,1.3,1.2,0.1,Concordant Up
ACLY,0.265,0.9,1.1,0.8,Concordant Up
ACCS,0.108,2.0,1.0,1.4,Concordant Up
ACAT2,0.253,0.6,0.9,0.6,Concordant Up
ACAP2,0.642,0.7,0.6,1.0,Concordant Up
ACADSB,0.418,1.9,1.6,1.5,Concordant Up
ACADS,0.123,2.9,1.4,0.9,Concordant Up
ACAD10,0.311,4.1,5.2,0.1,Concordant Up
ACAA2,0.44,1.2,1.0,1.5,Concordant Up
ABRAXAS1,0.583,0.6,0.6,1.1,Concordant Up
ABR,0.282,1.0,-0.2,-0.3,Concordant Up
ABI3,0.133,0.6,-0.5,-1.2,Concordant Up
ABHD6,0.173,2.0,2.2,2.5,Concordant Up
ABHD4,0.088,4.1,2.0,1.7,Concordant Up
ABHD16A,0.012,0.7,0.5,1.2,Concordant Up
ABHD14B,1.508,1.5,0.6,0.2,Concordant Up
ABHD14A,1.306,1.2,1.0,0.7,Concordant Up
ABCC5,0.26,2.5,3.4,1.0,Concordant Up
ABCC2,0.053,1.1,-0.4,0.7,Concordant Up
ABCC10,0.064,5.2,5.3,4.6,Concordant Up
ABCB8,0.17,2.0,0.7,2.0,Concordant Up
ABCB10,0.063,3.8,2.4,2.6,Concordant Up
ABCA7,0.419,0.7,1.5,-1.9,Concordant Up
ABCA2,0.106,3.5,0.0,1.3,Concordant Up
ABAT,0.043,3.6,2.8,2.3,Concordant Up
AASDH,0.452,0.9,-0.4,0.2,Concordant Up
AARS2,0.046,2.8,-0.2,2.5,Concordant Up
AAR2,0.048,0.8,0.6,0.3,Concordant Up
MIGA2,0.061,4.7,4.2,4.4,Concordant Up
ACOT7,0.22,1.7,2.0,2.0,Concordant Up
ARHGEF19,0.157,1.7,0.6,1.4,Concordant Up
ACOT8,0.29,3.0,2.7,0.8,Concordant Up
ACSS1,0.012,0.7,0.7,-2.7,Concordant Up
AGO1,0.379,1.2,1.0,0.5,Concordant Up
AGMAT,0.325,1.7,1.9,1.5,Concordant Up
AGK,0.038,1.0,0.6,0.9,Concordant Up
AGFG2,0.255,2.6,1.5,1.3,Concordant Up
AGER,0.112,1.9,0.5,1.8,Concordant Up
AGBL2,0.075,2.2,2.2,1.6,Concordant Up
AGAP9,0.007,1.4,1.7,0.1,Concordant Up
AGAP4,0.106,1.3,-0.9,0.9,Concordant Up
AGAP2,0.385,2.2,1.7,2.5,Concordant Up
AFTPH,0.458,0.7,0.6,-0.1,Concordant Up
AFG1L,0.1,3.1,3.0,2.6,Concordant Up
AFF3,0.008,3.6,3.3,-1.2,Concordant Up
AFF2,0.003,1.3,4.2,0.8,Concordant Up
AEBP1,0.046,0.9,-0.8,-1.3,Concordant Up
ADPRM,0.421,0.8,0.5,0.7,Concordant Up
ADPRH,0.057,1.3,-0.0,1.7,Concordant Up
ADGRE1,0.068,1.5,-0.9,1.1,Concordant Up
ADGRA3,0.007,0.9,-0.7,-0.6,Concordant Up
ADD3,0.89,0.7,1.0,0.4,Concordant Up
ADCY7,0.475,1.7,0.6,-5.6,Concordant Up
ADAT2,0.003,1.4,1.1,0.2,Concordant Up
ADAT1,0.391,0.6,-0.4,-0.9,Concordant Up
ADA2,0.457,4.5,5.6,0.2,Concordant Up
ADA,0.264,2.7,2.2,1.7,Concordant Up
ACY1,0.063,1.9,0.5,1.3,Concordant Up
ACTR8,0.269,0.8,0.1,0.4,Concordant Up
ACTR3C,0.048,2.6,0.2,0.6,Concordant Up
ACTR1B,0.12,0.9,0.7,-0.3,Concordant Up
ACTA2,0.162,0.7,0.6,-3.2,Concordant Up
ACOT9,0.026,1.3,1.1,1.7,Concordant Up
ARID3A,0.329,2.5,3.4,0.9,Concordant Up
ARID3B,0.049,0.6,0.6,0.3,Concordant Up
ARID4A,0.412,1.3,1.2,0.8,Concordant Up
C16orf95,0.031,0.7,0.8,-0.6,Concordant Up
C16orf87,0.219,1.3,1.0,0.7,Concordant Up
C14orf119,1.299,0.7,0.7,0.4,Concordant Up
C12orf76,0.592,2.3,1.9,0.9,Concordant Up
C12orf75,0.094,0.9,1.3,1.4,Concordant Up
C12orf60,0.047,1.5,3.5,-0.5,Concordant Up
C11orf21,0.353,0.6,0.1,-1.8,Concordant Up
