Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),2/112,0.0308077096870872,0.1459722250942773,0,0,7.675435203094778,26.710440099644483,SLC8A1;CCNJL
GO_Biological_Process_2023,Membrane Depolarization During Action Potential (GO:0086010),1/13,0.0313950757631915,0.1459722250942773,0,0,34.61631944444444,119.81068935137382,SLC8A1
GO_Biological_Process_2023,Purine Ribonucleoside Bisphosphate Metabolic Process (GO:0034035),1/13,0.0313950757631915,0.1459722250942773,0,0,34.61631944444444,119.81068935137382,TPST1
GO_Biological_Process_2023,Relaxation Of Muscle (GO:0090075),1/13,0.0313950757631915,0.1459722250942773,0,0,34.61631944444444,119.81068935137382,SLC8A1
GO_Biological_Process_2023,Synaptonemal Complex Assembly (GO:0007130),1/14,0.033769693865094,0.1459722250942773,0,0,31.95192307692308,108.25923449477123,SHOC1
GO_Biological_Process_2023,Synaptonemal Complex Organization (GO:0070193),1/14,0.033769693865094,0.1459722250942773,0,0,31.95192307692308,108.25923449477123,SHOC1
GO_Biological_Process_2023,Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050),1/14,0.033769693865094,0.1459722250942773,0,0,31.95192307692308,108.25923449477123,DAAM2
GO_Biological_Process_2023,Cardiac Cell Development (GO:0055006),1/14,0.033769693865094,0.1459722250942773,0,0,31.95192307692308,108.25923449477123,SLC8A1
GO_Biological_Process_2023,Regulation Of ATP Biosynthetic Process (GO:2001169),1/14,0.033769693865094,0.1459722250942773,0,0,31.95192307692308,108.25923449477123,PID1
GO_Biological_Process_2023,Resolution Of Meiotic Recombination Intermediates (GO:0000712),1/14,0.033769693865094,0.1459722250942773,0,0,31.95192307692308,108.25923449477123,SHOC1
GO_Biological_Process_2023,Response To Muscle Stretch (GO:0035994),1/14,0.033769693865094,0.1459722250942773,0,0,31.95192307692308,108.25923449477123,SLC8A1
GO_Biological_Process_2023,Positive Regulation Of Cytoplasmic Translation (GO:2000767),1/14,0.033769693865094,0.1459722250942773,0,0,31.95192307692308,108.25923449477123,YBX3
GO_Biological_Process_2023,Smooth Muscle Contraction (GO:0006939),1/14,0.033769693865094,0.1459722250942773,0,0,31.95192307692308,108.25923449477123,SLC8A1
GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),2/119,0.0344246003686635,0.1472200994489652,0,0,7.213675213675214,24.30275524487913,ANGPT4;GATA2
GO_Biological_Process_2023,3'-Phosphoadenosine 5'-Phosphosulfate Metabolic Process (GO:0050427),1/15,0.0361386092201723,0.1493224803383351,0,0,29.668154761904763,98.50994756608031,TPST1
GO_Biological_Process_2023,Ganglioside Biosynthetic Process (GO:0001574),1/15,0.0361386092201723,0.1493224803383351,0,0,29.668154761904763,98.50994756608031,ST6GALNAC3
GO_Biological_Process_2023,Response To Cytokine (GO:0034097),2/125,0.037650089107127,0.1493224803383351,0,0,6.859712852447673,22.4958792345749,PID1;IL1R1
GO_Biological_Process_2023,Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),1/16,0.0385018352066202,0.1493224803383351,0,0,27.68888888888889,90.18407814256835,SLC8A1
GO_Biological_Process_2023,Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),1/16,0.0385018352066202,0.1493224803383351,0,0,27.68888888888889,90.18407814256835,SLC8A1
GO_Biological_Process_2023,Cellular Response To Fatty Acid (GO:0071398),1/16,0.0385018352066202,0.1493224803383351,0,0,27.68888888888889,90.18407814256835,PID1
GO_Biological_Process_2023,Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050),1/16,0.0385018352066202,0.1493224803383351,0,0,27.68888888888889,90.18407814256835,GATA2
GO_Biological_Process_2023,Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903587),1/16,0.0385018352066202,0.1493224803383351,0,0,27.68888888888889,90.18407814256835,GATA2
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),1/16,0.0385018352066202,0.1493224803383351,0,0,27.68888888888889,90.18407814256835,SLC8A1
GO_Biological_Process_2023,Regulation Of Anatomical Structure Morphogenesis (GO:0022603),2/127,0.0387502305620584,0.1493224803383351,0,0,6.749276595744681,21.93932385787189,PID1;SPARC
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),2/130,0.0404233709851929,0.1493224803383351,0,0,6.590093085106383,21.14330650980757,ANGPT4;ANGPT1
GO_Biological_Process_2023,G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213),1/17,0.0408593851672061,0.1493224803383351,0,0,25.95703125,83.00068948212059,GNAQ
GO_Biological_Process_2023,Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591),1/17,0.0408593851672061,0.1493224803383351,0,0,25.95703125,83.00068948212059,FOXO3
